--------------XXX---OX--------------, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, -1.0, -1.0, -1.0, 0.028, 0.028, 0.028, -1.0, -1.0, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028
--------------XXX---XOO--X----------, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, -1.0, -1.0, -1.0, 0.028, 0.028, 0.028, -1.0, -1.0, -1.0, 0.028, 0.028, -1.0, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028
--------------XXX---XOO--X----------, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, -1.0, -1.0, -1.0, 0.028, 0.028, 0.028, -1.0, -1.0, -1.0, 0.028, 0.028, -1.0, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028
--------------XXX---XOO--X----------, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, -1.0, -1.0, -1.0, 0.028, 0.028, 0.028, -1.0, -1.0, -1.0, 0.028, 0.028, -1.0, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028
--------------XXX---XOO--X----------, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, -1.0, -1.0, -1.0, 0.028, 0.028, 0.028, -1.0, -1.0, -1.0, 0.028, 0.028, -1.0, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028
--------------XXX---XOO--X----------, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, -1.0, -1.0, -1.0, 0.028, 0.028, 0.028, -1.0, -1.0, -1.0, 0.028, 0.028, -1.0, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028
--------------XXX---XOO--X----------, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, -1.0, -1.0, -1.0, 0.028, 0.028, 0.028, -1.0, -1.0, -1.0, 0.028, 0.028, -1.0, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028
--------------XXX---XOO--X----------, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, -1.0, -1.0, -1.0, 0.028, 0.028, 0.028, -1.0, -1.0, -1.0, 0.028, 0.028, -1.0, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028
-------OX-----XXX---XOO--X----------, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, -1.0, -1.0, 0.028, 0.028, 0.028, 0.028, 0.028, -1.0, -1.0, -1.0, 0.028, 0.028, 0.028, -1.0, -1.0, -1.0, 0.028, 0.028, -1.0, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028
-------OX-----XXX---XOO--X----------, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, -1.0, -1.0, 0.028, 0.028, 0.028, 0.028, 0.028, -1.0, -1.0, -1.0, 0.028, 0.028, 0.028, -1.0, -1.0, -1.0, 0.028, 0.028, -1.0, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028
-------OX-----XXX---XOO--X----------, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, -1.0, -1.0, 0.028, 0.028, 0.028, 0.028, 0.028, -1.0, -1.0, -1.0, 0.028, 0.028, 0.028, -1.0, -1.0, -1.0, 0.028, 0.028, -1.0, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028
-------OX-----XXX---XOO--X----------, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, -1.0, -1.0, 0.028, 0.028, 0.028, 0.028, 0.028, -1.0, -1.0, -1.0, 0.028, 0.028, 0.028, -1.0, -1.0, -1.0, 0.028, 0.028, -1.0, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028
-------OX-----XXX---XOO--X----------, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, -1.0, -1.0, 0.028, 0.028, 0.028, 0.028, 0.028, -1.0, -1.0, -1.0, 0.028, 0.028, 0.028, -1.0, -1.0, -1.0, 0.028, 0.028, -1.0, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028
-------OX-----XXX---XOO--X----------, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, -1.0, -1.0, 0.028, 0.028, 0.028, 0.028, 0.028, -1.0, -1.0, -1.0, 0.028, 0.028, 0.028, -1.0, -1.0, -1.0, 0.028, 0.028, -1.0, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028
-------OX-----XXX---XOO--X----------, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, -1.0, -1.0, 0.028, 0.028, 0.028, 0.028, 0.028, -1.0, -1.0, -1.0, 0.028, 0.028, 0.028, -1.0, -1.0, -1.0, 0.028, 0.028, -1.0, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028
-------OX-----XXX---XOO--X----------, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, -1.0, -1.0, 0.028, 0.028, 0.028, 0.028, 0.028, -1.0, -1.0, -1.0, 0.028, 0.028, 0.028, -1.0, -1.0, -1.0, 0.028, 0.028, -1.0, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028
-------OX-----XXX---XOO--X----------, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, -1.0, -1.0, 0.028, 0.028, 0.028, 0.028, 0.028, -1.0, -1.0, -1.0, 0.028, 0.028, 0.028, -1.0, -1.0, -1.0, 0.028, 0.028, -1.0, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028
-------OX-----XXX---XOO--X----------, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, -1.0, -1.0, 0.028, 0.028, 0.028, 0.028, 0.028, -1.0, -1.0, -1.0, 0.028, 0.028, 0.028, -1.0, -1.0, -1.0, 0.028, 0.028, -1.0, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028
-------OX-----XXX---XOO--X----------, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, -1.0, -1.0, 0.028, 0.028, 0.028, 0.028, 0.028, -1.0, -1.0, -1.0, 0.028, 0.028, 0.028, -1.0, -1.0, -1.0, 0.028, 0.028, -1.0, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028
-------OX-----XXX---XOO--X----------, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, -1.0, -1.0, 0.028, 0.028, 0.028, 0.028, 0.028, -1.0, -1.0, -1.0, 0.028, 0.028, 0.028, -1.0, -1.0, -1.0, 0.028, 0.028, -1.0, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028
-------OOO----XOX---XXXX-X----------, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, -1.0, -1.0, -1.0, 0.028, 0.028, 0.028, 0.028, -1.0, -1.0, -1.0, 0.028, 0.028, 0.028, -1.0, -1.0, -1.0, -1.0, 0.028, -1.0, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028
-------OOO----XOX---XXXX-X----------, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, -1.0, -1.0, -1.0, 0.028, 0.028, 0.028, 0.028, -1.0, -1.0, -1.0, 0.028, 0.028, 0.028, -1.0, -1.0, -1.0, -1.0, 0.028, -1.0, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028
-------OOO----XOX---XXXX-XXO--------, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, -1.0, -1.0, -1.0, 0.028, 0.028, 0.028, 0.028, -1.0, -1.0, -1.0, 0.028, 0.028, 0.028, -1.0, -1.0, -1.0, -1.0, 0.028, -1.0, -1.0, -1.0, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028
-------OOO----XOX---XXXX-XXXXO------, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, -1.0, -1.0, -1.0, 0.028, 0.028, 0.028, 0.028, -1.0, -1.0, -1.0, 0.028, 0.028, 0.028, -1.0, -1.0, -1.0, -1.0, 0.028, -1.0, -1.0, -1.0, -1.0, -1.0, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028
-------OOO----XOX---XXXX-XXXXO------, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, -1.0, -1.0, -1.0, 0.028, 0.028, 0.028, 0.028, -1.0, -1.0, -1.0, 0.028, 0.028, 0.028, -1.0, -1.0, -1.0, -1.0, 0.028, -1.0, -1.0, -1.0, -1.0, -1.0, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028
-------OOO----XOX---XXXX-XXXXO------, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, -1.0, -1.0, -1.0, 0.028, 0.028, 0.028, 0.028, -1.0, -1.0, -1.0, 0.028, 0.028, 0.028, -1.0, -1.0, -1.0, -1.0, 0.028, -1.0, -1.0, -1.0, -1.0, -1.0, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028
-------OOO---OOOX---XXXX-XXXXX-----X, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, -1.0, -1.0, -1.0, 0.028, 0.028, 0.028, -1.0, -1.0, -1.0, -1.0, 0.028, 0.028, 0.028, -1.0, -1.0, -1.0, -1.0, 0.028, -1.0, -1.0, -1.0, -1.0, -1.0, 0.028, 0.028, 0.028, 0.028, 0.028, -1.0
-------OOO---OOOX---OXXXXXXXXXO----X, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, -1.0, -1.0, -1.0, 0.028, 0.028, 0.028, -1.0, -1.0, -1.0, -1.0, 0.028, 0.028, 0.028, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 0.028, 0.028, 0.028, 0.028, -1.0
-------OOO---OOOX---OXXXXXXXXXOXO--X, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, 0.028, -1.0, -1.0, -1.0, 0.028, 0.028, 0.028, -1.0, -1.0, -1.0, -1.0, 0.028, 0.028, 0.028, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 0.028, 0.028, -1.0
-------OOO---OOOX-O-OXXXOOXXXXOXXX-X, 0.028000285109158904, 0.028000285109158904, 0.028000285109158904, 0.028000285109158904, 0.0280002851091589, 0.028000285109158904, 0.028000285109158904, -1.0, -1.0, -1.0, 0.028000285105624155, 0.02800028149310701, 0.028000285109158904, -1.0, -1.0, -1.0, -1.0, 0.02799658230967974, -1.0, 0.028000285109158904, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 0.028000285109158904, -1.0
-------OOO---OOOX-O-OXXXOOXXXXOXXX-X, 0.028000142554578746, 0.028000142554578746, 0.028000142554578746, 0.028000142554578746, 0.028000142554578746, 0.028000142554578746, 0.028000142554578746, -1.0, -1.0, -1.0, 0.028000142552811382, 0.028000140746561993, 0.028000142554578746, -1.0, -1.0, -1.0, -1.0, 0.02799829115483916, -1.0, 0.028000142554578746, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 0.028000142554578746, -1.0
-------OOO---OOOX-O-OXXXOOXXXXOXXX-X, 0.028000071277289196, 0.028000071277289196, 0.028000071277289196, 0.028000071277289196, 0.028000071277289196, 0.028000071277289196, 0.028000071277289196, -1.0, -1.0, -1.0, 0.028000071276405518, 0.028000070373283118, 0.028000071277289196, -1.0, -1.0, -1.0, -1.0, 0.027999145577419404, -1.0, 0.028000071277289196, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 0.028000071277289196, -1.0
-------OOO---OOOX-O-OXXXOOXXXXOXXX-X, 0.028000035638644557, 0.028000035638644557, 0.028000035638644557, 0.028000035638644557, 0.028000035638644557, 0.028000035638644557, 0.028000035638644557, -1.0, -1.0, -1.0, 0.028000035638202712, 0.028000035186642094, 0.028000035638644557, -1.0, -1.0, -1.0, -1.0, 0.02799957278870966, -1.0, 0.028000035638644557, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 0.028000035638644557, -1.0
-------OOO---OOOX-O-OXXXOOXXXXOXXX-X, 0.028000017819322265, 0.028000017819322265, 0.028000017819322265, 0.028000017819322265, 0.028000017819322265, 0.028000017819322265, 0.028000017819322265, -1.0, -1.0, -1.0, 0.028000017819101348, 0.02800001759332118, 0.028000017819322265, -1.0, -1.0, -1.0, -1.0, 0.02799978639435482, -1.0, 0.028000017819322265, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 0.028000017819322265, -1.0
-------OOO---OOOX-O-OXXXOOXXXXOXXX-X, 0.028000008909661128, 0.028000008909661128, 0.028000008909661128, 0.028000008909661128, 0.028000008909661128, 0.028000008909661128, 0.028000008909661128, -1.0, -1.0, -1.0, 0.028000008909550667, 0.02800000879666062, 0.028000008909661128, -1.0, -1.0, -1.0, -1.0, 0.027999893197177404, -1.0, 0.028000008909661128, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 0.028000008909661128, -1.0
-------OOO---OOOX-O-OXXXOOXXXXOXXX-X, 0.028000004454830564, 0.028000004454830564, 0.028000004454830564, 0.028000004454830564, 0.028000004454830564, 0.028000004454830564, 0.028000004454830564, -1.0, -1.0, -1.0, 0.028000004454775337, 0.02800000439833032, 0.028000004454830564, -1.0, -1.0, -1.0, -1.0, 0.0279999465985887, -1.0, 0.028000004454830564, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 0.028000004454830564, -1.0
