----X----, 0, 0, 0, 1, -1.0, 0, 0, 0, 0
-X--X---O, 0.12270057642806466, -1.0, 0.14218816226243436, 0.11465682642806466, -1.0, 0.06526570792781501, 0.11465682642806466, 0.10053190052555665, -1.0
-X--XOX-O, 0.057148437499999996, -1.0, 0.2685546875, 0.057148437499999996, -1.0, -1.0, -1.0, 0.057148437499999996, -1.0
X--------, -1.0, 0, 0, 0, 1, 0, 0, 0, 0
X---OX---, -1.0, 0.05, 0.05, 0.05, -1.0, -1.0, 0.75, 0.05, 0.05
X-OXOX---, -1.0, 0.0, -1.0, -1.0, -1.0, -1.0, 0.7945216364330716, 0.0, 0.0
-------X-, 0, 0, 0, 0, 0, 0, 1, -1.0, 0
O----X-X-, -1.0, 0.08839854406736715, 0.14482192285368228, 0.08965318957619295, 0.11233617452493233, -1.0, 0.10419947940163239, -1.0, 0.12059068957619294
OX-O-X-X-, -1.0, -1.0, 0.0825, -1.0, 0.11916666666666667, -1.0, 0.11916666666666667, -1.0, 0.11916666666666667
OXOO-XXX-, -1.0, -1.0, -1.0, -1.0, 0.0825, -1.0, -1.0, -1.0, 0.1375
X---X-O--, -1.0, 0.07035190583935585, 0.08915497026780785, 0.09162027213734354, -1.0, 0.11842671635398748, -1.0, 0.05255904936318565, 0.23788708603831957
XX--X-OO-, -1.0, -1.0, 0.13921875, 0.10026041666666667, -1.0, 0.10026041666666667, -1.0, -1.0, 0.10026041666666667
XXOXX-OO-, -1.0, -1.0, -1.0, -1.0, -1.0, 0.0, -1.0, -1.0, 0.2685546875
--------X, 0, 0, 0, 0, 1, 0, 0, 0, -1.0
X---O---X, -1.0, 0, 1, 0, -1.0, 0, 0, 0, -1.0
XO-XO---X, -1.0, -1.0, 0.11514829282407407, -1.0, -1.0, 0.11365234375, 0.1143844039351852, 0.09681495949074075, -1.0
XOOXOX--X, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 0.0, 0.35667419433593756, -1.0
------X--, 0.008928571428571428, 0.008928571428571428, 0.008928571428571428, 0.008928571428571428, 0.9375, 0.008928571428571428, -1.0, 0.008928571428571428, 0.008928571428571428
-----XXO-, 0.13198753184435122, 0.14318396628908434, 0.07652165326692632, 0.08050628952672302, 0.10496056986848883, -1.0, -1.0, -1.0, 0.12283998920442633
X--O-XXO-, -1.0, 0.0825, 0.11916666666666667, -1.0, 0.11916666666666667, -1.0, -1.0, -1.0, 0.11916666666666667
XO-O-XXOX, -1.0, -1.0, 0.013749999999999991, -1.0, 0.20625000000000002, -1.0, -1.0, -1.0, -1.0
-----X---, 0, 0, 0, 0, 1, -1.0, 0, 0, 0
--O--XX--, 0.10806297058715655, 0.14975164161764537, -1.0, 0.08633628788865007, 0.11923643887534172, -1.0, -1.0, 0.08634621689255631, 0.11026644413865007
O-OX-XX--, -1.0, 0.2685546875, -1.0, -1.0, 0.057148437499999996, -1.0, -1.0, 0.057148437499999996, 0.057148437499999996
X------OX, -1.0, 0.1217679990182088, 0.18484632193783448, 0.07587009709406209, 0.13150773161816806, 0.06093267011737908, 0.08507518021434747, -1.0, -1.0
XX--O--OX, -1.0, -1.0, 0.13362087673611112, 0.17035296907150205, -1.0, 0.06166855549125514, 0.07435759870113168, -1.0, -1.0
XXOXO--OX, -1.0, -1.0, -1.0, -1.0, -1.0, 0.0, 0.629425048828125, -1.0, -1.0
--X------, 0, 0, -1.0, 0, 1, 0, 0, 0, 0
--X-O---X, 0, 0, -1.0, 0, -1.0, 1, 0, 0, -1.0
